City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
323,Chuy,-33.6971,-53.4616,66.99,58,56,15.21,UY,2022-09-27 16:57:23,broken clouds
324,Zhigansk,66.7697,123.3711,30.47,85,100,7.02,RU,2022-09-27 16:57:24,overcast clouds
325,Sehithwa,-20.4667,22.7167,88.45,11,10,11.54,BW,2022-09-27 16:57:24,clear sky
326,Saskylakh,71.9167,114.0833,23.2,95,64,6.98,RU,2022-09-27 16:57:25,broken clouds
327,Kodiak,57.79,-152.4072,35.11,93,20,4.61,US,2022-09-27 16:52:43,few clouds
328,Mataura,-46.1927,168.8643,49.48,99,100,2.44,NZ,2022-09-27 16:56:07,overcast clouds
329,Upernavik,72.7868,-56.1549,34.83,93,100,5.86,GL,2022-09-27 16:57:26,light snow
330,Santa Isabel Do Rio Negro,-0.4139,-65.0192,99.07,33,24,3.15,BR,2022-09-27 16:57:26,few clouds
331,Kathu,7.9178,98.3332,85.69,99,100,17.22,TH,2022-09-27 16:57:26,overcast clouds
332,Tasiilaq,65.6145,-37.6368,35.82,96,99,1.41,GL,2022-09-27 16:57:27,overcast clouds
333,Mogadishu,2.0371,45.3438,78.13,83,79,13.27,SO,2022-09-27 16:57:27,light rain
334,Hermanus,-34.4187,19.2345,61.81,77,0,1.97,ZA,2022-09-27 16:57:28,clear sky
335,Rikitea,-23.1203,-134.9692,68.29,59,60,8.88,PF,2022-09-27 16:56:11,broken clouds
336,Bredasdorp,-34.5322,20.0403,56.34,83,1,6.17,ZA,2022-09-27 16:56:15,clear sky
337,Tasiilaq,65.6145,-37.6368,35.82,96,99,1.41,GL,2022-09-27 16:57:27,overcast clouds
338,Mahebourg,-20.4081,57.7,72.25,68,75,11.5,MU,2022-09-27 16:57:29,broken clouds
339,Dingle,10.9995,122.6711,75.43,93,98,4.54,PH,2022-09-27 16:57:29,moderate rain
340,Petropavlovsk-Kamchatskiy,53.0452,158.6483,43.39,100,75,4.47,RU,2022-09-27 16:57:30,broken clouds
341,Cabedelo,-6.9811,-34.8339,84.87,60,9,17.6,BR,2022-09-27 16:57:30,clear sky
342,Thessalon,46.2501,-83.5666,53.89,81,100,14.65,CA,2022-09-27 16:57:31,overcast clouds
343,Kaitangata,-46.2817,169.8464,47.77,95,95,3.38,NZ,2022-09-27 16:57:31,overcast clouds
344,Kayes,14.0,-11.0,89.02,56,42,4.12,ML,2022-09-27 16:57:32,scattered clouds
345,Yellowknife,62.456,-114.3525,55.92,76,40,12.66,CA,2022-09-27 16:52:03,scattered clouds
346,Harbour Breton,47.4833,-55.7983,61.0,99,100,7.05,CA,2022-09-27 16:57:32,overcast clouds
347,Mehamn,71.0357,27.8492,46.35,87,75,8.05,NO,2022-09-27 16:57:33,broken clouds
348,Souillac,-20.5167,57.5167,71.98,68,75,11.5,MU,2022-09-27 16:57:33,broken clouds
349,Yulara,-25.2406,130.9889,57.18,76,41,9.4,AU,2022-09-27 16:57:34,scattered clouds
350,Lagoa,39.05,-27.9833,69.4,67,15,18.12,PT,2022-09-27 16:57:34,few clouds
351,Luderitz,-26.6481,15.1594,60.06,62,0,14.67,NA,2022-09-27 16:57:35,clear sky
352,Antalaha,-14.9003,50.2788,66.97,84,2,8.39,MG,2022-09-27 16:57:36,clear sky
353,Mehamn,71.0357,27.8492,46.35,87,75,8.05,NO,2022-09-27 16:57:33,broken clouds
354,Mildura,-34.2,142.15,51.08,86,80,19.66,AU,2022-09-27 16:57:36,broken clouds
355,Ushuaia,-54.8,-68.3,51.42,87,100,33.38,AR,2022-09-27 16:56:06,light rain
356,Ushuaia,-54.8,-68.3,51.42,87,100,33.38,AR,2022-09-27 16:56:06,light rain
357,Ribeira Grande,38.5167,-28.7,73.8,60,20,16.11,PT,2022-09-27 16:57:31,few clouds
358,Punta Arenas,-53.15,-70.9167,51.91,54,75,35.68,CL,2022-09-27 16:57:37,broken clouds
359,Freeport,40.6576,-73.5832,72.01,51,54,8.01,US,2022-09-27 16:54:42,broken clouds
360,Mantua,45.1667,10.7833,72.64,64,41,3.42,IT,2022-09-27 16:57:38,scattered clouds
361,Butaritari,3.0707,172.7902,82.51,72,17,17.6,KI,2022-09-27 16:56:03,few clouds
362,Kruisfontein,-34.0033,24.7314,63.88,94,100,16.4,ZA,2022-09-27 16:57:39,overcast clouds
363,Uitenhage,-33.7576,25.3971,65.41,94,100,12.12,ZA,2022-09-27 16:57:39,overcast clouds
364,Bluff,-46.6,168.3333,49.8,93,100,4.9,NZ,2022-09-27 16:57:39,overcast clouds
365,Sao Felix Do Xingu,-6.6447,-51.995,93.88,34,66,3.44,BR,2022-09-27 16:57:40,broken clouds
366,Carnarvon,-24.8667,113.6333,67.42,68,5,14.63,AU,2022-09-27 16:57:40,clear sky
367,Beatrice,40.2681,-96.747,73.49,33,0,5.75,US,2022-09-27 16:57:41,clear sky
368,Nikolskoye,59.7035,30.7861,51.69,86,71,4.7,RU,2022-09-27 16:57:42,broken clouds
369,Yenagoa,4.9247,6.2642,73.92,95,100,5.46,NG,2022-09-27 16:57:42,overcast clouds
370,Kapaa,22.0752,-159.319,73.72,87,40,9.8,US,2022-09-27 16:58:43,scattered clouds
371,Kudahuvadhoo,2.6708,72.8944,82.92,73,98,16.33,MV,2022-09-27 16:58:43,overcast clouds
372,Souillac,-20.5167,57.5167,71.98,68,75,11.5,MU,2022-09-27 16:57:33,broken clouds
373,Albany,42.6001,-73.9662,65.05,71,67,1.01,US,2022-09-27 16:56:05,broken clouds
374,Vaini,-21.2,-175.2,66.36,94,20,3.44,TO,2022-09-27 16:56:16,few clouds
375,New Norfolk,-42.7826,147.0587,48.92,83,93,1.3,AU,2022-09-27 16:58:44,overcast clouds
376,Xinmin,41.9908,122.8253,61.97,81,0,15.37,CN,2022-09-27 16:58:44,clear sky
377,Lagoa,39.05,-27.9833,69.4,67,15,18.12,PT,2022-09-27 16:57:34,few clouds
378,Boyolangu,-8.1181,111.8935,73.38,86,65,3.11,ID,2022-09-27 16:58:45,broken clouds
379,Punta Arenas,-53.15,-70.9167,51.91,54,75,35.68,CL,2022-09-27 16:57:37,broken clouds
380,Hobart,-42.8794,147.3294,49.26,93,40,5.75,AU,2022-09-27 16:55:49,scattered clouds
381,Vaini,-21.2,-175.2,66.36,94,20,3.44,TO,2022-09-27 16:56:16,few clouds
382,Albany,42.6001,-73.9662,65.05,71,67,1.01,US,2022-09-27 16:56:05,broken clouds
383,Chokurdakh,70.6333,147.9167,22.33,90,100,7.78,RU,2022-09-27 16:58:46,overcast clouds
384,Rikitea,-23.1203,-134.9692,68.29,59,60,8.88,PF,2022-09-27 16:56:11,broken clouds
385,Saskylakh,71.9167,114.0833,23.2,95,64,6.98,RU,2022-09-27 16:57:25,broken clouds
386,Fare,-16.7,-151.0167,77.61,77,6,15.41,PF,2022-09-27 16:56:17,light rain
387,Orlik,52.5178,99.825,37.94,94,51,1.59,RU,2022-09-27 16:58:47,broken clouds
388,Ridgecrest,35.6225,-117.6709,87.39,16,4,1.01,US,2022-09-27 16:58:48,clear sky
389,Kodiak,57.79,-152.4072,35.11,93,20,4.61,US,2022-09-27 16:52:43,few clouds
390,Hamilton,39.1834,-84.5333,64.49,49,3,8.01,US,2022-09-27 16:58:48,clear sky
391,Atuona,-9.8,-139.0333,76.84,71,26,21.3,PF,2022-09-27 16:56:13,scattered clouds
392,Elk Plain,47.0532,-122.3976,64.78,81,0,0.0,US,2022-09-27 16:58:49,clear sky
393,Butaritari,3.0707,172.7902,82.51,72,17,17.6,KI,2022-09-27 16:56:03,few clouds
394,Hilo,19.7297,-155.09,80.28,87,48,4.0,US,2022-09-27 16:56:09,scattered clouds
395,Vaini,-21.2,-175.2,66.36,94,20,3.44,TO,2022-09-27 16:56:16,few clouds
396,Cherskiy,68.75,161.3,23.74,81,7,4.83,RU,2022-09-27 16:58:50,clear sky
397,Rikitea,-23.1203,-134.9692,68.29,59,60,8.88,PF,2022-09-27 16:56:11,broken clouds
398,New Norfolk,-42.7826,147.0587,48.92,83,93,1.3,AU,2022-09-27 16:58:44,overcast clouds
399,Kapaa,22.0752,-159.319,73.72,87,40,9.8,US,2022-09-27 16:58:43,scattered clouds
400,Hobart,-42.8794,147.3294,49.26,93,40,5.75,AU,2022-09-27 16:55:49,scattered clouds
401,Torbay,47.6666,-52.7314,75.76,82,75,16.11,CA,2022-09-27 16:58:52,broken clouds
402,Punta Arenas,-53.15,-70.9167,51.91,54,75,35.68,CL,2022-09-27 16:57:37,broken clouds
403,Barrow,71.2906,-156.7887,26.62,100,100,5.75,US,2022-09-27 16:58:53,mist
404,Provideniya,64.3833,-173.3,36.55,90,100,9.53,RU,2022-09-27 16:58:54,overcast clouds
405,Kamskiye Polyany,55.4307,51.4171,40.01,69,92,9.82,RU,2022-09-27 16:58:54,overcast clouds
406,Santa Maria,-29.6842,-53.8069,74.5,35,0,6.91,BR,2022-09-27 16:58:55,clear sky
407,Caravelas,-17.7125,-39.2481,82.22,60,29,10.04,BR,2022-09-27 16:58:55,scattered clouds
408,Camacha,33.0833,-16.3333,71.02,56,40,12.66,PT,2022-09-27 16:58:56,scattered clouds
409,Atuona,-9.8,-139.0333,76.84,71,26,21.3,PF,2022-09-27 16:56:13,scattered clouds
410,New Norfolk,-42.7826,147.0587,48.92,83,93,1.3,AU,2022-09-27 16:58:44,overcast clouds
411,Hobart,-42.8794,147.3294,49.26,93,40,5.75,AU,2022-09-27 16:55:49,scattered clouds
412,Tabou,4.423,-7.3528,77.61,86,89,8.16,CI,2022-09-27 16:58:57,light rain
413,East London,-33.0153,27.9116,65.34,100,100,17.27,ZA,2022-09-27 16:56:12,light rain
414,Radviliskis,55.8167,23.5333,51.85,76,20,9.22,LT,2022-09-27 16:58:59,few clouds
415,Ushuaia,-54.8,-68.3,51.42,87,100,33.38,AR,2022-09-27 16:56:06,light rain
416,Koulamoutou,-1.1303,12.4736,72.52,97,97,2.39,GA,2022-09-27 16:59:59,light rain
417,Saint-Augustin,51.226,-58.6502,62.22,78,97,15.82,CA,2022-09-27 17:00:00,overcast clouds
418,Atuona,-9.8,-139.0333,76.84,71,26,21.3,PF,2022-09-27 16:56:13,scattered clouds
419,Vila Franca Do Campo,37.7167,-25.4333,73.2,66,67,12.8,PT,2022-09-27 17:00:00,broken clouds
420,Phangnga,8.4509,98.5298,80.64,95,100,4.99,TH,2022-09-27 17:00:01,light rain
421,Rousinov,49.2013,16.8822,55.9,78,20,8.05,CZ,2022-09-27 17:00:02,few clouds
422,Barrow,71.2906,-156.7887,26.62,100,100,5.75,US,2022-09-27 16:58:53,mist
423,Mataura,-46.1927,168.8643,49.48,99,100,2.44,NZ,2022-09-27 16:56:07,overcast clouds
424,Adrar,20.5022,-10.0711,102.54,14,37,3.87,MR,2022-09-27 17:00:03,scattered clouds
425,Avarua,-21.2078,-159.775,75.25,94,98,5.75,CK,2022-09-27 16:56:09,overcast clouds
426,Nanortalik,60.1432,-45.2371,47.52,82,76,7.45,GL,2022-09-27 17:00:04,broken clouds
427,Lagoa,39.05,-27.9833,69.4,67,15,18.12,PT,2022-09-27 16:57:34,few clouds
428,Punta Arenas,-53.15,-70.9167,51.91,54,75,35.68,CL,2022-09-27 16:57:37,broken clouds
429,Barrow,71.2906,-156.7887,26.62,100,100,5.75,US,2022-09-27 16:58:53,mist
430,Kavaratti,10.5669,72.642,81.79,75,39,17.18,IN,2022-09-27 17:00:05,scattered clouds
431,Hokitika,-42.7167,170.9667,51.82,88,100,4.56,NZ,2022-09-27 17:00:05,light rain
432,Albany,42.6001,-73.9662,65.05,71,67,1.01,US,2022-09-27 16:56:05,broken clouds
433,Mataura,-46.1927,168.8643,49.48,99,100,2.44,NZ,2022-09-27 16:56:07,overcast clouds
434,Taoudenni,22.6783,-3.9836,109.49,11,23,6.06,ML,2022-09-27 17:00:07,few clouds
435,Jamestown,42.097,-79.2353,55.04,86,100,12.66,US,2022-09-27 16:51:58,overcast clouds
436,Quatre Cocos,-20.2078,57.7625,72.09,68,37,15.9,MU,2022-09-27 17:00:07,scattered clouds
437,Aklavik,68.2191,-135.0107,31.06,98,100,14.97,CA,2022-09-27 17:00:08,snow
438,Quatre Cocos,-20.2078,57.7625,72.09,68,37,15.9,MU,2022-09-27 17:00:07,scattered clouds
439,Adrar,20.5022,-10.0711,102.54,14,37,3.87,MR,2022-09-27 17:00:03,scattered clouds
440,Atuona,-9.8,-139.0333,76.84,71,26,21.3,PF,2022-09-27 16:56:13,scattered clouds
441,Qingyuan,23.7,113.0333,84.18,71,64,1.45,CN,2022-09-27 17:00:09,broken clouds
442,Georgetown,5.4112,100.3354,81.9,85,20,1.14,MY,2022-09-27 16:51:27,few clouds
443,Palafrugell,41.9174,3.1631,70.63,43,93,4.0,ES,2022-09-27 17:00:11,overcast clouds
444,Thompson,55.7435,-97.8558,50.32,37,28,7.92,CA,2022-09-27 17:00:11,scattered clouds
445,Kruisfontein,-34.0033,24.7314,63.88,94,100,16.4,ZA,2022-09-27 16:57:39,overcast clouds
446,Eganville,45.5334,-77.0994,57.51,90,99,4.97,CA,2022-09-27 17:00:12,light rain
447,Aguilas,37.4063,-1.5829,76.98,48,0,10.87,ES,2022-09-27 17:00:13,clear sky
448,Upernavik,72.7868,-56.1549,34.83,93,100,5.86,GL,2022-09-27 16:57:26,light snow
449,Vardo,70.3705,31.1107,48.18,81,100,10.36,NO,2022-09-27 17:00:14,overcast clouds
450,La Romana,18.4273,-68.9728,86.7,63,15,7.56,DO,2022-09-27 17:00:14,few clouds
451,Port-Gentil,-0.7193,8.7815,76.96,88,75,10.36,GA,2022-09-27 17:00:15,light rain
452,Punta Arenas,-53.15,-70.9167,51.91,54,75,35.68,CL,2022-09-27 16:57:37,broken clouds
453,Upata,8.0086,-62.3989,82.0,79,45,4.76,VE,2022-09-27 17:00:16,scattered clouds
454,Qaanaaq,77.484,-69.3632,33.13,99,100,4.38,GL,2022-09-27 17:00:16,light snow
455,Hervey Bay,-25.2986,152.8535,70.02,80,67,8.01,AU,2022-09-27 17:00:16,broken clouds
456,Nome,64.5011,-165.4064,41.02,87,95,6.82,US,2022-09-27 17:00:17,light rain
457,Rikitea,-23.1203,-134.9692,68.29,59,60,8.88,PF,2022-09-27 16:56:11,broken clouds
458,Hobart,-42.8794,147.3294,49.26,93,40,5.75,AU,2022-09-27 16:55:49,scattered clouds
459,Krasnoselkup,65.7,82.4667,25.74,63,4,7.94,RU,2022-09-27 17:00:18,clear sky
460,Havelock,34.8791,-76.9013,75.97,56,100,4.0,US,2022-09-27 17:00:19,overcast clouds
461,Qaanaaq,77.484,-69.3632,33.13,99,100,4.38,GL,2022-09-27 17:00:16,light snow
462,Khatanga,71.9667,102.5,17.89,94,83,5.3,RU,2022-09-27 16:56:21,broken clouds
